,match_type,date,home,away,score,points
0,Europa League 1997/1998,15/09/1997,A,Celtic FC,2:2 (1:0),1
1,Europa League 1997/1998,29/09/1997,H,Celtic FC,0:0 (0:0),1
2,Europa League 1997/1998,20/10/1997,A,RC Strasbourg,0:3 (0:1),0
3,Europa League 1997/1998,03/11/1997,H,RC Strasbourg,2:0 (0:0),3
4,Premier League 1997/1998,08/08/1997,A,Wimbledon FC,1:1 (0:0),1
5,Premier League 1997/1998,12/08/1997,H,Leicester City,1:2 (0:1),0
6,Premier League 1997/1998,22/08/1997,A,Blackburn Rovers,1:1 (0:0),1
7,Premier League 1997/1998,25/08/1997,A,Leeds United,2:0 (1:0),3
8,Premier League 1997/1998,12/09/1997,H,Sheffield Wednesday,2:1 (0:0),3
9,Premier League 1997/1998,19/09/1997,A,Southampton FC,1:1 (1:0),1
10,Premier League 1997/1998,21/09/1997,H,Aston Villa,3:0 (0:0),3
11,Premier League 1997/1998,26/09/1997,A,West Ham United,1:2 (0:1),0
12,Premier League 1997/1998,04/10/1997,H,Chelsea FC,4:2 (2:1),3
13,Premier League 1997/1998,17/10/1997,A,Everton FC,0:2 (0:1),0
14,Premier League 1997/1998,24/10/1997,H,Derby County,4:0 (1:0),3
15,Premier League 1997/1998,31/10/1997,A,Bolton Wanderers,1:1 (1:0),1
16,Premier League 1997/1998,07/11/1997,H,Tottenham Hotspur,4:0 (0:0),3
17,Premier League 1997/1998,21/11/1997,H,Barnsley FC,0:1 (0:1),0
18,Premier League 1997/1998,29/11/1997,A,Arsenal FC,1:0 (0:0),3
19,Premier League 1997/1998,05/12/1997,H,Manchester United,1:3 (0:0),0
20,Premier League 1997/1998,12/12/1997,A,Crystal Palace,3:0 (1:0),3
21,Premier League 1997/1998,19/12/1997,H,Coventry City,1:0 (1:0),3
22,Premier League 1997/1998,25/12/1997,H,Leeds United,3:1 (0:0),3
23,Premier League 1997/1998,27/12/1997,A,Newcastle United,2:1 (2:1),3
24,Premier League 1997/1998,09/01/1998,H,Wimbledon FC,2:0 (0:0),3
25,Premier League 1997/1998,16/01/1998,A,Leicester City,0:0 (0:0),1
26,Premier League 1997/1998,19/01/1998,H,Newcastle United,1:0 (1:0),3
27,Premier League 1997/1998,30/01/1998,H,Blackburn Rovers,0:0 (0:0),1
28,Premier League 1997/1998,06/02/1998,H,Southampton FC,2:3 (1:1),0
29,Premier League 1997/1998,13/02/1998,A,Sheffield Wednesday,3:3 (1:1),1
30,Premier League 1997/1998,22/02/1998,H,Everton FC,1:1 (0:0),1
31,Premier League 1997/1998,27/02/1998,A,Aston Villa,1:2 (1:1),0
32,Premier League 1997/1998,06/03/1998,H,Bolton Wanderers,2:1 (0:1),3
33,Premier League 1997/1998,13/03/1998,A,Tottenham Hotspur,3:3 (1:1),1
34,Premier League 1997/1998,27/03/1998,A,Barnsley FC,3:2 (1:1),3
35,Premier League 1997/1998,09/04/1998,A,Manchester United,1:1 (1:1),1
36,Premier League 1997/1998,12/04/1998,H,Crystal Palace,2:1 (1:0),3
37,Premier League 1997/1998,18/04/1998,A,Coventry City,1:1 (1:0),1
38,Premier League 1997/1998,24/04/1998,A,Chelsea FC,1:4 (1:1),0
39,Premier League 1997/1998,01/05/1998,H,West Ham United,5:0 (4:0),3
40,Premier League 1997/1998,05/05/1998,H,Arsenal FC,4:0 (3:0),3
41,Premier League 1997/1998,09/05/1998,A,Derby County,0:1 (0:0),0
42,FA Cup 1997/1998,02/01/1998,H,Coventry City,1:3 (1:1),0
43,League Cup 1997/1998,14/10/1997,A,West Bromwich Albion,2:0 (0:0),3
44,League Cup 1997/1998,17/11/1997,H,Grimsby Town,3:0 (2:0),3
45,League Cup 1997/1998,06/01/1998,A,Newcastle United,"2:0 (0:0, 0:0) aet",3
46,League Cup 1997/1998,26/01/1998,H,Middlesbrough FC,2:1 (1:1),3
47,League Cup 1997/1998,17/02/1998,A,Middlesbrough FC,0:2 (0:2),0
