,match_type,date,home,away,score,points
0,Friendlies Clubs 2017,22/07/2017,N,Arsenal FC,3:0 (2:0),3
1,Friendlies Clubs 2017,25/07/2017,N,Bayern München,2:3 (1:3),0
2,Friendlies Clubs 2017,29/07/2017,N,Inter,1:2 (0:1),0
3,Champions League 2017/2018,12/09/2017,H,Qarabağ FK,6:0 (2:0),3
4,Champions League 2017/2018,27/09/2017,A,Atlético Madrid,2:1 (0:1),3
5,Champions League 2017/2018,18/10/2017,H,AS Roma,3:3 (2:1),1
6,Champions League 2017/2018,31/10/2017,A,AS Roma,0:3 (0:2),0
7,Champions League 2017/2018,22/11/2017,A,Qarabağ FK,4:0 (2:0),3
8,Champions League 2017/2018,05/12/2017,H,Atlético Madrid,1:1 (0:0),1
9,Champions League 2017/2018,20/02/2018,H,FC Barcelona,1:1 (0:0),1
10,Champions League 2017/2018,14/03/2018,A,FC Barcelona,0:3 (0:2),0
11,Premier League 2017/2018,12/08/2017,H,Burnley FC,2:3 (0:3),0
12,Premier League 2017/2018,20/08/2017,A,Tottenham Hotspur,2:1 (1:0),3
13,Premier League 2017/2018,27/08/2017,H,Everton FC,2:0 (2:0),3
14,Premier League 2017/2018,09/09/2017,A,Leicester City,2:1 (1:0),3
15,Premier League 2017/2018,17/09/2017,H,Arsenal FC,0:0 (0:0),1
16,Premier League 2017/2018,23/09/2017,A,Stoke City,4:0 (2:0),3
17,Premier League 2017/2018,30/09/2017,H,Manchester City,0:1 (0:0),0
18,Premier League 2017/2018,14/10/2017,A,Crystal Palace,1:2 (1:2),0
19,Premier League 2017/2018,21/10/2017,H,Watford FC,4:2 (1:1),3
20,Premier League 2017/2018,28/10/2017,A,AFC Bournemouth,1:0 (0:0),3
21,Premier League 2017/2018,05/11/2017,H,Manchester United,1:0 (0:0),3
22,Premier League 2017/2018,18/11/2017,A,West Bromwich Albion,4:0 (3:0),3
23,Premier League 2017/2018,25/11/2017,A,Liverpool FC,1:1 (0:0),1
24,Premier League 2017/2018,29/11/2017,H,Swansea City,1:0 (0:0),3
25,Premier League 2017/2018,02/12/2017,H,Newcastle United,3:1 (2:1),3
26,Premier League 2017/2018,09/12/2017,A,West Ham United,0:1 (0:1),0
27,Premier League 2017/2018,12/12/2017,A,Huddersfield Town,3:1 (2:0),3
28,Premier League 2017/2018,16/12/2017,H,Southampton FC,1:0 (1:0),3
29,Premier League 2017/2018,23/12/2017,A,Everton FC,0:0 (0:0),1
30,Premier League 2017/2018,26/12/2017,H,Brighton & Hove Albion,2:0 (0:0),3
31,Premier League 2017/2018,30/12/2017,H,Stoke City,5:0 (3:0),3
32,Premier League 2017/2018,03/01/2018,A,Arsenal FC,2:2 (0:0),1
33,Premier League 2017/2018,13/01/2018,H,Leicester City,0:0 (0:0),1
34,Premier League 2017/2018,20/01/2018,A,Brighton & Hove Albion,4:0 (2:0),3
35,Premier League 2017/2018,31/01/2018,H,AFC Bournemouth,0:3 (0:0),0
36,Premier League 2017/2018,05/02/2018,A,Watford FC,1:4 (0:1),0
37,Premier League 2017/2018,12/02/2018,H,West Bromwich Albion,3:0 (1:0),3
38,Premier League 2017/2018,25/02/2018,A,Manchester United,1:2 (1:1),0
39,Premier League 2017/2018,04/03/2018,A,Manchester City,0:1 (0:0),0
40,Premier League 2017/2018,10/03/2018,H,Crystal Palace,2:1 (2:0),3
41,Premier League 2017/2018,01/04/2018,H,Tottenham Hotspur,1:3 (1:1),0
42,Premier League 2017/2018,08/04/2018,H,West Ham United,1:1 (1:0),1
43,Premier League 2017/2018,14/04/2018,A,Southampton FC,3:2 (0:1),3
44,Premier League 2017/2018,19/04/2018,A,Burnley FC,2:1 (1:0),3
45,Premier League 2017/2018,28/04/2018,A,Swansea City,1:0 (1:0),3
46,Premier League 2017/2018,06/05/2018,H,Liverpool FC,1:0 (1:0),3
47,Premier League 2017/2018,09/05/2018,H,Huddersfield Town,1:1 (0:0),1
48,FA Cup 2017/2018,06/01/2018,A,Norwich City,0:0 (0:0),1
49,FA Cup 2017/2018,17/01/2018,H,Norwich City,"5:3 (0:0, 1:1, 1:1) pso",3
50,FA Cup 2017/2018,28/01/2018,H,Newcastle United,3:0 (2:0),3
51,FA Cup 2017/2018,16/02/2018,H,Hull City,4:0 (4:0),3
52,FA Cup 2017/2018,18/03/2018,A,Leicester City,"2:1 (1:0, 1:1) aet",3
53,FA Cup 2017/2018,22/04/2018,H,Southampton FC,2:0 (0:0),3
54,League Cup 2017/2018,20/09/2017,H,Nottingham Forest,5:1 (3:0),3
55,League Cup 2017/2018,25/10/2017,H,Everton FC,2:1 (1:0),3
56,League Cup 2017/2018,20/12/2017,H,AFC Bournemouth,2:1 (1:0),3
57,League Cup 2017/2018,10/01/2018,H,Arsenal FC,0:0 (0:0),1
58,League Cup 2017/2018,24/01/2018,A,Arsenal FC,1:2 (1:1),0
59,FA Community Shield 2017,06/08/2017,N,Arsenal FC,"1:4 (0:0, 1:1, 1:1) pso",0
