,match_type,date,home,away,score,points
0,Champions League 2006/2007,13/09/2006,H,Celtic FC,3:2 (2:2),3
1,Champions League 2006/2007,26/09/2006,A,SL Benfica,1:0 (0:0),3
2,Champions League 2006/2007,17/10/2006,H,FC København,3:0 (1:0),3
3,Champions League 2006/2007,01/11/2006,A,FC København,0:1 (0:0),0
4,Champions League 2006/2007,21/11/2006,A,Celtic FC,0:1 (0:0),0
5,Champions League 2006/2007,06/12/2006,H,SL Benfica,3:1 (1:1),3
6,Champions League 2006/2007,20/02/2007,A,Lille OSC,1:0 (0:0),3
7,Champions League 2006/2007,07/03/2007,H,Lille OSC,1:0 (0:0),3
8,Champions League 2006/2007,04/04/2007,A,AS Roma,1:2 (0:1),0
9,Champions League 2006/2007,10/04/2007,H,AS Roma,7:1 (4:0),3
10,Champions League 2006/2007,24/04/2007,H,AC Milan,3:2 (1:2),3
11,Champions League 2006/2007,02/05/2007,A,AC Milan,0:3 (0:2),0
12,Premier League 2006/2007,20/08/2006,H,Fulham FC,5:1 (4:1),3
13,Premier League 2006/2007,23/08/2006,A,Charlton Athletic,3:0 (0:0),3
14,Premier League 2006/2007,26/08/2006,A,Watford FC,2:1 (1:1),3
15,Premier League 2006/2007,09/09/2006,H,Tottenham Hotspur,1:0 (1:0),3
16,Premier League 2006/2007,17/09/2006,H,Arsenal FC,0:1 (0:0),0
17,Premier League 2006/2007,23/09/2006,A,Reading FC,1:1 (0:0),1
18,Premier League 2006/2007,01/10/2006,H,Newcastle United,2:0 (1:0),3
19,Premier League 2006/2007,14/10/2006,A,Wigan Athletic,3:1 (0:1),3
20,Premier League 2006/2007,22/10/2006,H,Liverpool FC,2:0 (1:0),3
21,Premier League 2006/2007,28/10/2006,A,Bolton Wanderers,4:0 (2:0),3
22,Premier League 2006/2007,04/11/2006,H,Portsmouth FC,3:0 (2:0),3
23,Premier League 2006/2007,11/11/2006,A,Blackburn Rovers,1:0 (0:0),3
24,Premier League 2006/2007,18/11/2006,A,Sheffield United,2:1 (1:1),3
25,Premier League 2006/2007,26/11/2006,H,Chelsea FC,1:1 (1:0),1
26,Premier League 2006/2007,29/11/2006,H,Everton FC,3:0 (1:0),3
27,Premier League 2006/2007,02/12/2006,A,Middlesbrough FC,2:1 (1:0),3
28,Premier League 2006/2007,09/12/2006,H,Manchester City,3:1 (2:0),3
29,Premier League 2006/2007,17/12/2006,A,West Ham United,0:1 (0:0),0
30,Premier League 2006/2007,23/12/2006,A,Aston Villa,3:0 (0:0),3
31,Premier League 2006/2007,26/12/2006,H,Wigan Athletic,3:1 (0:0),3
32,Premier League 2006/2007,30/12/2006,H,Reading FC,3:2 (1:1),3
33,Premier League 2006/2007,01/01/2007,A,Newcastle United,2:2 (1:1),1
34,Premier League 2006/2007,13/01/2007,H,Aston Villa,3:1 (3:0),3
35,Premier League 2006/2007,21/01/2007,A,Arsenal FC,1:2 (0:0),0
36,Premier League 2006/2007,31/01/2007,H,Watford FC,4:0 (1:0),3
37,Premier League 2006/2007,04/02/2007,A,Tottenham Hotspur,4:0 (1:0),3
38,Premier League 2006/2007,10/02/2007,H,Charlton Athletic,2:0 (1:0),3
39,Premier League 2006/2007,24/02/2007,A,Fulham FC,2:1 (1:1),3
40,Premier League 2006/2007,03/03/2007,A,Liverpool FC,1:0 (0:0),3
41,Premier League 2006/2007,17/03/2007,H,Bolton Wanderers,4:1 (3:0),3
42,Premier League 2006/2007,31/03/2007,H,Blackburn Rovers,4:1 (0:1),3
43,Premier League 2006/2007,07/04/2007,A,Portsmouth FC,1:2 (0:1),0
44,Premier League 2006/2007,17/04/2007,H,Sheffield United,2:0 (1:0),3
45,Premier League 2006/2007,21/04/2007,H,Middlesbrough FC,1:1 (1:1),1
46,Premier League 2006/2007,28/04/2007,A,Everton FC,4:2 (0:1),3
47,Premier League 2006/2007,05/05/2007,A,Manchester City,1:0 (1:0),3
48,Premier League 2006/2007,09/05/2007,A,Chelsea FC,0:0 (0:0),1
49,Premier League 2006/2007,13/05/2007,H,West Ham United,0:1 (0:1),0
50,FA Cup 2006/2007,07/01/2007,H,Aston Villa,2:1 (0:0),3
51,FA Cup 2006/2007,27/01/2007,H,Portsmouth FC,2:1 (0:0),3
52,FA Cup 2006/2007,17/02/2007,H,Reading FC,1:1 (1:0),1
53,FA Cup 2006/2007,27/02/2007,A,Reading FC,3:2 (3:1),3
54,FA Cup 2006/2007,10/03/2007,A,Middlesbrough FC,2:2 (1:1),1
55,FA Cup 2006/2007,19/03/2007,H,Middlesbrough FC,1:0 (0:0),3
56,FA Cup 2006/2007,14/04/2007,N,Watford FC,4:1 (2:1),3
57,FA Cup 2006/2007,19/05/2007,N,Chelsea FC,"0:1 (0:0, 0:0) aet",0
58,League Cup 2006/2007,25/10/2006,A,Crewe Alexandra,"2:1 (1:0, 1:1) aet",3
59,League Cup 2006/2007,07/11/2006,A,Southend United,0:1 (0:1),0
